word	cl100k	o200k	saved	score_per_1M	freq_per_1M
reluctance	1	2	1	2.6	2.63
rigging	2	2	1	2.6	2.63
sneaking	2	2	1	2.6	2.63
strikers	2	2	1	2.6	2.63
stronghold	1	2	1	2.6	2.63
suicides	1	2	1	2.6	2.63
talbot	2	2	1	2.6	2.63
theorists	1	2	1	2.6	2.63
tricked	2	2	1	2.6	2.63
trooper	2	2	1	2.6	2.63
vega	2	2	1	2.6	2.63
virgil	2	2	1	2.6	2.63
wigan	2	2	1	2.6	2.63
wilder	2	2	1	2.6	2.63
witchcraft	2	2	1	2.6	2.63
wrestlers	1	2	1	2.6	2.63
yong	2	2	1	2.6	2.63
abbas	2	2	1	2.6	2.57
adultery	1	2	1	2.6	2.57
aristotle	2	2	1	2.6	2.57
austerity	1	2	1	2.6	2.57
awfully	2	2	1	2.6	2.57
barca	2	2	1	2.6	2.57
beatrice	2	2	1	2.6	2.57
beethoven	2	2	1	2.6	2.57
boxers	2	2	1	2.6	2.57
browning	2	2	1	2.6	2.57
bullock	2	2	1	2.6	2.57
candidacy	1	2	1	2.6	2.57
conan	2	2	1	2.6	2.57
crook	2	2	1	2.6	2.57
desmond	2	2	1	2.6	2.57
directorate	2	2	1	2.6	2.57
dora	2	2	1	2.6	2.57
drifted	1	2	1	2.6	2.57
embarrass	1	2	1	2.6	2.57
emmanuel	2	2	1	2.6	2.57
evasion	1	2	1	2.6	2.57
explodes	1	2	1	2.6	2.57
expulsion	1	2	1	2.6	2.57
fedex	2	2	1	2.6	2.57
filth	2	2	1	2.6	2.57
forgets	2	2	1	2.6	2.57
fresno	2	2	1	2.6	2.57
funnier	2	2	1	2.6	2.57
georges	2	2	1	2.6	2.57
goodwin	2	2	1	2.6	2.57
hannibal	2	2	1	2.6	2.57
heartbroken	2	2	1	2.6	2.57
humiliated	2	2	1	2.6	2.57
immortality	2	2	1	2.6	2.57
ipswich	3	2	1	2.6	2.57
jacks	2	2	1	2.6	2.57
jeanne	2	2	1	2.6	2.57
kyoto	2	2	1	2.6	2.57
ledge	1	2	1	2.6	2.57
levin	2	2	1	2.6	2.57
macbook	2	2	1	2.6	2.57
madeleine	2	2	1	2.6	2.57
mandela	2	2	1	2.6	2.57
marian	2	2	1	2.6	2.57
mayors	2	2	1	2.6	2.57
momma	2	2	1	2.6	2.57
moran	2	2	1	2.6	2.57
mustache	2	2	1	2.6	2.57
nasdaq	2	2	1	2.6	2.57
olivier	3	2	1	2.6	2.57
ordination	2	2	1	2.6	2.57
otis	2	2	1	2.6	2.57
owls	2	2	1	2.6	2.57
paterson	2	2	1	2.6	2.57
philips	2	2	1	2.6	2.57
poking	1	2	1	2.6	2.57
postwar	2	2	1	2.6	2.57
presided	2	2	1	2.6	2.57
quincy	2	2	1	2.6	2.57
ratified	1	2	1	2.6	2.57
realising	2	2	1	2.6	2.57
regretted	2	2	1	2.6	2.57
revolver	1	2	1	2.6	2.57
ricardo	2	2	1	2.6	2.57
robbers	2	2	1	2.6	2.57
routledge	2	2	1	2.6	2.57
scrolls	1	2	1	2.6	2.57
sirens	2	2	1	2.6	2.57
spacex	2	2	1	2.6	2.57
stacey	2	2	1	2.6	2.57
starr	2	2	1	2.6	2.57
tobago	2	2	1	2.6	2.57
torah	2	2	1	2.6	2.57
trojan	2	2	1	2.6	2.57
untrue	1	2	1	2.6	2.57
weeping	2	2	1	2.6	2.57
whispering	2	2	1	2.6	2.57
wolfe	2	2	1	2.6	2.57
adjutant	3	3	2	2.6	1.32
asheville	3	3	2	2.6	1.32
bakersfield	3	3	2	2.6	1.32
bernadette	3	3	2	2.6	1.32
californian	3	3	2	2.6	1.32
cheeseburger	2	3	2	2.6	1.32
glastonbury	3	3	2	2.6	1.32
gonzales	3	3	2	2.6	1.32
hickory	3	3	2	2.6	1.32
mediocrity	3	3	2	2.6	1.32
nickelodeon	3	3	2	2.6	1.32
overruled	3	3	2	2.6	1.32
painkillers	3	3	2	2.6	1.32
parramatta	4	3	2	2.6	1.32
priscilla	3	3	2	2.6	1.32
shropshire	3	3	2	2.6	1.32
somethings	3	3	2	2.6	1.32
throbbing	2	3	2	2.6	1.32
unintentional	2	3	2	2.6	1.32
unspeakable	3	3	2	2.6	1.32
untimely	3	3	2	2.6	1.32
whomever	3	3	2	2.6	1.32
armageddon	3	3	2	2.6	1.29
chernobyl	4	3	2	2.6	1.29
chesterfield	3	3	2	2.6	1.29
cochrane	3	3	2	2.6	1.29
cockroaches	3	3	2	2.6	1.29
dimitri	3	3	2	2.6	1.29
disgruntled	3	3	2	2.6	1.29
gainesville	3	3	2	2.6	1.29
gundam	3	3	2	2.6	1.29
gurney	3	3	2	2.6	1.29
latvian	3	3	2	2.6	1.29
lobbied	3	3	2	2.6	1.29
nikolai	3	3	2	2.6	1.29
parliaments	3	3	2	2.6	1.29
pyongyang	2	3	2	2.6	1.29
scapegoat	3	3	2	2.6	1.29
screeching	3	3	2	2.6	1.29
shrewd	3	3	2	2.6	1.29
tajikistan	4	3	2	2.6	1.29
thurston	3	3	2	2.6	1.29
untouchable	3	3	2	2.6	1.29
unwarranted	3	3	2	2.6	1.29
warwickshire	3	3	2	2.6	1.29
alvarez	3	2	1	2.5	2.51
alvin	2	2	1	2.5	2.51
amir	2	2	1	2.5	2.51
arson	1	2	1	2.5	2.51
astronomers	1	2	1	2.5	2.51
batsman	2	2	1	2.5	2.51
bender	2	2	1	2.5	2.51
bethlehem	3	2	1	2.5	2.51
boi	2	2	1	2.5	2.51
bribery	1	2	1	2.5	2.51
bureaucratic	1	2	1	2.5	2.51
buzzer	2	2	1	2.5	2.51
contemporaries	2	2	1	2.5	2.51
convened	1	2	1	2.5	2.51
crabs	2	2	1	2.5	2.51
darius	2	2	1	2.5	2.51
ellison	2	2	1	2.5	2.51
empires	2	2	1	2.5	2.51
felipe	2	2	1	2.5	2.51
fender	2	2	1	2.5	2.51
ferris	2	2	1	2.5	2.51
goa	2	2	1	2.5	2.51
greenwood	2	2	1	2.5	2.51
groves	2	2	1	2.5	2.51
gutted	2	2	1	2.5	2.51
hartley	2	2	1	2.5	2.51
housewife	2	2	1	2.5	2.51
housewives	2	2	1	2.5	2.51
hypocrite	2	2	1	2.5	2.51
judah	2	2	1	2.5	2.51
kelley	2	2	1	2.5	2.51
lacrosse	2	2	1	2.5	2.51
lars	2	2	1	2.5	2.51
malibu	2	2	1	2.5	2.51
mammoth	2	2	1	2.5	2.51
martyrs	2	2	1	2.5	2.51
marvellous	3	2	1	2.5	2.51
merkel	2	2	1	2.5	2.51
mosques	1	2	1	2.5	2.51
necks	2	2	1	2.5	2.51
ominous	1	2	1	2.5	2.51
overheard	2	2	1	2.5	2.51
pandora	2	2	1	2.5	2.51
panicked	1	2	1	2.5	2.51
paolo	2	2	1	2.5	2.51
papal	2	2	1	2.5	2.51
patton	2	2	1	2.5	2.51
polly	2	2	1	2.5	2.51
posh	2	2	1	2.5	2.51
puppets	2	2	1	2.5	2.51
rampage	1	2	1	2.5	2.51
rebirth	2	2	1	2.5	2.51
rehearsals	2	2	1	2.5	2.51
rosen	2	2	1	2.5	2.51
rossi	2	2	1	2.5	2.51
rutgers	2	2	1	2.5	2.51
sahara	3	2	1	2.5	2.51
sherry	2	2	1	2.5	2.51
shitting	2	2	1	2.5	2.51
slovakia	3	2	1	2.5	2.51
smiley	2	2	1	2.5	2.51
smithsonian	2	2	1	2.5	2.51
snoop	2	2	1	2.5	2.51
stables	2	2	1	2.5	2.51
strife	1	2	1	2.5	2.51
tattooed	2	2	1	2.5	2.51
westbrook	2	2	1	2.5	2.51
wildcats	2	2	1	2.5	2.51
xvi	2	2	1	2.5	2.51
aeronautics	4	3	2	2.5	1.26
argentinian	3	3	2	2.5	1.26
burlesque	3	3	2	2.5	1.26
confucius	3	3	2	2.5	1.26
derelict	3	3	2	2.5	1.26
dignitaries	3	3	2	2.5	1.26
egregious	1	3	2	2.5	1.26
giuliani	3	3	2	2.5	1.26
gypsies	3	3	2	2.5	1.26
intergovernmental	3	3	2	2.5	1.26
interspersed	3	3	2	2.5	1.26
jacobson	3	3	2	2.5	1.26
jeffery	3	3	2	2.5	1.26
kearney	3	3	2	2.5	1.26
marguerite	3	3	2	2.5	1.26
mcintyre	3	3	2	2.5	1.26
mcpherson	3	3	2	2.5	1.26
medallion	3	3	2	2.5	1.26
merseyside	3	3	2	2.5	1.26
mormons	3	3	2	2.5	1.26
naacp	3	3	2	2.5	1.26
nostrils	2	3	2	2.5	1.26
overreacting	3	3	2	2.5	1.26
overthrown	2	3	2	2.5	1.26
pedophilia	2	3	2	2.5	1.26
peshawar	4	3	2	2.5	1.26
purgatory	3	3	2	2.5	1.26
riyadh	3	3	2	2.5	1.26
sarajevo	3	3	2	2.5	1.26
shrewsbury	4	3	2	2.5	1.26
smugglers	2	3	2	2.5	1.26
syphilis	3	3	2	2.5	1.26
topeka	3	3	2	2.5	1.26
zionism	3	3	2	2.5	1.26
aeronautical	3	3	2	2.5	1.23
allegheny	3	3	2	2.5	1.23
assailant	2	3	2	2.5	1.23
atonement	3	3	2	2.5	1.23
cricketers	3	3	2	2.5	1.23
crucifixion	3	3	2	2.5	1.23
flemish	3	3	2	2.5	1.23
lonesome	3	3	2	2.5	1.23
lukewarm	3	3	2	2.5	1.23
miniseries	3	3	2	2.5	1.23
moffat	3	3	2	2.5	1.23
nottinghamshire	3	3	2	2.5	1.23
pharrell	3	3	2	2.5	1.23
stardom	3	3	2	2.5	1.23
swindon	3	3	2	2.5	1.23
tennant	3	3	2	2.5	1.23
willoughby	3	3	2	2.5	1.23
abrams	2	2	1	2.4	2.45
aces	2	2	1	2.4	2.45
albion	2	2	1	2.4	2.45
appropriation	1	2	1	2.4	2.45
assassinated	2	2	1	2.4	2.45
bandits	2	2	1	2.4	2.45
banished	2	2	1	2.4	2.45
bartlett	2	2	1	2.4	2.45
bethesda	3	2	1	2.4	2.45
blackpool	2	2	1	2.4	2.45
bournemouth	2	2	1	2.4	2.45
britney	2	2	1	2.4	2.45
bruised	2	2	1	2.4	2.45
burnley	2	2	1	2.4	2.45
centenary	2	2	1	2.4	2.45
ceos	2	2	1	2.4	2.45
cocky	2	2	1	2.4	2.45
condemning	1	2	1	2.4	2.45
conductors	2	2	1	2.4	2.45
conglomerate	2	2	1	2.4	2.45
damian	2	2	1	2.4	2.45
deacon	2	2	1	2.4	2.45
debuts	2	2	1	2.4	2.45
deceived	1	2	1	2.4	2.45
detainees	1	2	1	2.4	2.45
dino	2	2	1	2.4	2.45
dismissing	1	2	1	2.4	2.45
dortmund	2	2	1	2.4	2.45
elton	2	2	1	2.4	2.45
epstein	2	2	1	2.4	2.45
freaky	2	2	1	2.4	2.45
glacial	2	2	1	2.4	2.45
hanoi	2	2	1	2.4	2.45
hayley	2	2	1	2.4	2.45
heist	2	2	1	2.4	2.45
hobbit	2	2	1	2.4	2.45
huang	2	2	1	2.4	2.45
islamist	3	2	1	2.4	2.45
italia	1	2	1	2.4	2.45
kremlin	2	2	1	2.4	2.45
langley	2	2	1	2.4	2.45
magnum	2	2	1	2.4	2.45
malay	2	2	1	2.4	2.45
martian	2	2	1	2.4	2.45
meteorological	2	2	1	2.4	2.45
misty	2	2	1	2.4	2.45
moines	2	2	1	2.4	2.45
nudity	1	2	1	2.4	2.45
oceanic	2	2	1	2.4	2.45
oooh	2	2	1	2.4	2.45
outpost	1	2	1	2.4	2.45
pascal	2	2	1	2.4	2.45
peep	2	2	1	2.4	2.45
pinky	2	2	1	2.4	2.45
pledges	1	2	1	2.4	2.45
predatory	1	2	1	2.4	2.45
preface	2	2	1	2.4	2.45
raphael	2	2	1	2.4	2.45
reborn	2	2	1	2.4	2.45
reprint	1	2	1	2.4	2.45
rockies	2	2	1	2.4	2.45
rulings	1	2	1	2.4	2.45
rupees	2	2	1	2.4	2.45
samoa	2	2	1	2.4	2.45
samson	2	2	1	2.4	2.45
segregated	1	2	1	2.4	2.45
shameless	2	2	1	2.4	2.45
sharif	2	2	1	2.4	2.45
showtime	2	2	1	2.4	2.45
silenced	1	2	1	2.4	2.45
skeletons	1	2	1	2.4	2.45
skulls	1	2	1	2.4	2.45
stacy	2	2	1	2.4	2.45
twain	2	2	1	2.4	2.45
utopia	2	2	1	2.4	2.45
whitman	2	2	1	2.4	2.45
wrecking	2	2	1	2.4	2.45
abigail	2	2	1	2.4	2.4
amc	2	2	1	2.4	2.4
antony	2	2	1	2.4	2.4
barrow	2	2	1	2.4	2.4
bengals	3	2	1	2.4	2.4
biographical	2	2	1	2.4	2.4
blm	2	2	1	2.4	2.4
bodyguard	2	2	1	2.4	2.4
botany	2	2	1	2.4	2.4
bulldog	2	2	1	2.4	2.4
caterpillar	2	2	1	2.4	2.4
censored	2	2	1	2.4	2.4
cheered	1	2	1	2.4	2.4
cleric	1	2	1	2.4	2.4
colbert	2	2	1	2.4	2.4
compton	2	2	1	2.4	2.4
conferred	1	2	1	2.4	2.4
cooke	2	2	1	2.4	2.4
creeps	2	2	1	2.4	2.4
cutler	2	2	1	2.4	2.4
defamation	1	2	1	2.4	2.4
denny	2	2	1	2.4	2.4
ditto	2	2	1	2.4	2.4
doncaster	2	2	1	2.4	2.4
donnie	2	2	1	2.4	2.4
dumbest	2	2	1	2.4	2.4
dwellings	2	2	1	2.4	2.4
fife	2	2	1	2.4	2.4
geez	2	2	1	2.4	2.4
gemini	2	2	1	2.4	2.4
gotcha	2	2	1	2.4	2.4
guerrilla	2	2	1	2.4	2.4
highschool	2	2	1	2.4	2.4
hms	2	2	1	2.4	2.4
hodges	2	2	1	2.4	2.4
hysteria	1	2	1	2.4	2.4
imperialism	1	2	1	2.4	2.4
independents	1	2	1	2.4	2.4
injuring	1	2	1	2.4	2.4
inscribed	2	2	1	2.4	2.4
katz	2	2	1	2.4	2.4
landowners	2	2	1	2.4	2.4
louie	2	2	1	2.4	2.4
lte	2	2	1	2.4	2.4
luca	2	2	1	2.4	2.4
madras	2	2	1	2.4	2.4
marianne	2	2	1	2.4	2.4
mecca	2	2	1	2.4	2.4
meridian	2	2	1	2.4	2.4
mikhail	2	2	1	2.4	2.4
misfortune	2	2	1	2.4	2.4
mondays	2	2	1	2.4	2.4
ndp	2	2	1	2.4	2.4
newfoundland	2	2	1	2.4	2.4
obnoxious	2	2	1	2.4	2.4
olsen	2	2	1	2.4	2.4
orphanage	2	2	1	2.4	2.4
phoebe	3	2	1	2.4	2.4
pilgrim	2	2	1	2.4	2.4
punishments	1	2	1	2.4	2.4
purdue	2	2	1	2.4	2.4
retreated	1	2	1	2.4	2.4
retribution	2	2	1	2.4	2.4
revolutions	1	2	1	2.4	2.4
robbing	2	2	1	2.4	2.4
rumour	2	2	1	2.4	2.4
savages	2	2	1	2.4	2.4
sbs	2	2	1	2.4	2.4
senegal	2	2	1	2.4	2.4
shapiro	2	2	1	2.4	2.4
shea	2	2	1	2.4	2.4
sighs	2	2	1	2.4	2.4
sixteenth	2	2	1	2.4	2.4
suffrage	2	2	1	2.4	2.4
superiors	2	2	1	2.4	2.4
tainted	1	2	1	2.4	2.4
tanya	2	2	1	2.4	2.4
tomas	2	2	1	2.4	2.4
towed	2	2	1	2.4	2.4
treatise	2	2	1	2.4	2.4
tristan	2	2	1	2.4	2.4
upton	2	2	1	2.4	2.4
zhou	2	2	1	2.4	2.4
ahmedabad	3	3	2	2.4	1.2
archdiocese	3	3	2	2.4	1.2
burroughs	3	3	2	2.4	1.2
chivalry	3	3	2	2.4	1.2
endangering	2	3	2	2.4	1.2
georgina	3	3	2	2.4	1.2
goddesses	2	3	2	2.4	1.2
guernsey	3	3	2	2.4	1.2
icloud	2	3	2	2.4	1.2
kimberley	3	3	2	2.4	1.2
lieutenants	3	3	2	2.4	1.2
macedonian	3	3	2	2.4	1.2
mackerel	3	3	2	2.4	1.2
piercings	3	3	2	2.4	1.2
prerogative	3	3	2	2.4	1.2
rosenthal	3	3	2	2.4	1.2
scottsdale	3	3	2	2.4	1.2
southwark	3	3	2	2.4	1.2
uncompromising	3	3	2	2.4	1.2
viceroy	3	3	2	2.4	1.2
worcestershire	4	3	2	2.4	1.2
adolf	2	2	1	2.3	2.34
annals	2	2	1	2.3	2.34
antitrust	2	2	1	2.3	2.34
apologizing	2	2	1	2.3	2.34
archaeologists	2	2	1	2.3	2.34
arid	2	2	1	2.3	2.34
bandit	2	2	1	2.3	2.34
barrister	2	2	1	2.3	2.34
bazaar	2	2	1	2.3	2.34
bianca	2	2	1	2.3	2.34
butch	2	2	1	2.3	2.34
canucks	2	2	1	2.3	2.34
carly	2	2	1	2.3	2.34
carriages	2	2	1	2.3	2.34
catholicism	2	2	1	2.3	2.34
cgi	1	2	1	2.3	2.34
cheng	2	2	1	2.3	2.34
ching	2	2	1	2.3	2.34
cigars	1	2	1	2.3	2.34
coasts	2	2	1	2.3	2.34
collapses	1	2	1	2.3	2.34
collier	2	2	1	2.3	2.34
commodore	2	2	1	2.3	2.34
crowley	2	2	1	2.3	2.34
curfew	2	2	1	2.3	2.34
daytona	3	2	1	2.3	2.34
delusion	2	2	1	2.3	2.34
discontent	1	2	1	2.3	2.34
dixie	3	2	1	2.3	2.34
dyke	2	2	1	2.3	2.34
echoing	1	2	1	2.3	2.34
ejected	1	2	1	2.3	2.34
exiled	2	2	1	2.3	2.34
fascists	2	2	1	2.3	2.34
flashbacks	2	2	1	2.3	2.34
francois	3	2	1	2.3	2.34
freakin	2	2	1	2.3	2.34
fulham	2	2	1	2.3	2.34
hanover	2	2	1	2.3	2.34
harrington	3	2	1	2.3	2.34
heathrow	3	2	1	2.3	2.34
hyun	2	2	1	2.3	2.34
igor	2	2	1	2.3	2.34
illiterate	2	2	1	2.3	2.34
improvised	1	2	1	2.3	2.34
infested	2	2	1	2.3	2.34
insurgents	1	2	1	2.3	2.34
intruder	2	2	1	2.3	2.34
jarvis	2	2	1	2.3	2.34
jenner	3	2	1	2.3	2.34
johann	3	2	1	2.3	2.34
judas	2	2	1	2.3	2.34
judd	2	2	1	2.3	2.34
kaplan	2	2	1	2.3	2.34
landings	2	2	1	2.3	2.34
lenny	2	2	1	2.3	2.34
mandy	2	2	1	2.3	2.34
masculinity	1	2	1	2.3	2.34
mcgee	2	2	1	2.3	2.34
moan	2	2	1	2.3	2.34
morphine	2	2	1	2.3	2.34
motorola	2	2	1	2.3	2.34
nirvana	2	2	1	2.3	2.34
nrl	2	2	1	2.3	2.34
ordnance	3	2	1	2.3	2.34
otter	2	2	1	2.3	2.34
parting	2	2	1	2.3	2.34
populist	1	2	1	2.3	2.34
racially	1	2	1	2.3	2.34
regulars	2	2	1	2.3	2.34
reunite	2	2	1	2.3	2.34
reyes	2	2	1	2.3	2.34
risked	2	2	1	2.3	2.34
ritchie	3	2	1	2.3	2.34
rollins	2	2	1	2.3	2.34
rutherford	2	2	1	2.3	2.34
scorpion	2	2	1	2.3	2.34
shaming	2	2	1	2.3	2.34
soho	2	2	1	2.3	2.34
spartan	3	2	1	2.3	2.34
speculated	1	2	1	2.3	2.34
straits	2	2	1	2.3	2.34
throats	2	2	1	2.3	2.34
triumphant	2	2	1	2.3	2.34
umpire	2	2	1	2.3	2.34
undisclosed	1	2	1	2.3	2.34
vicar	2	2	1	2.3	2.34
weep	2	2	1	2.3	2.34
welch	2	2	1	2.3	2.34
woken	2	2	1	2.3	2.34
wretched	2	2	1	2.3	2.34
adler	2	2	1	2.3	2.29
afterlife	2	2	1	2.3	2.29
anarchist	1	2	1	2.3	2.29
anglican	3	2	1	2.3	2.29
ankara	2	2	1	2.3	2.29
appropriations	1	2	1	2.3	2.29
archaic	2	2	1	2.3	2.29
assange	2	2	1	2.3	2.29
assaulting	1	2	1	2.3	2.29
baffled	2	2	1	2.3	2.29
baird	3	2	1	2.3	2.29
barlow	2	2	1	2.3	2.29
benton	2	2	1	2.3	2.29
biochemistry	2	2	1	2.3	2.29
boise	2	2	1	2.3	2.29
bordeaux	2	2	1	2.3	2.29
cavaliers	2	2	1	2.3	2.29
centennial	2	2	1	2.3	2.29
cheney	3	2	1	2.3	2.29
clapping	2	2	1	2.3	2.29
clinging	1	2	1	2.3	2.29
clover	2	2	1	2.3	2.29
colonization	1	2	1	2.3	2.29
connolly	2	2	1	2.3	2.29
cosmopolitan	2	2	1	2.3	2.29
coyote	2	2	1	2.3	2.29
crippling	1	2	1	2.3	2.29
cristina	2	2	1	2.3	2.29
cromwell	3	2	1	2.3	2.29
discredit	1	2	1	2.3	2.29
dodd	2	2	1	2.3	2.29
duff	2	2	1	2.3	2.29
ems	2	2	1	2.3	2.29
etsy	2	2	1	2.3	2.29
expeditions	2	2	1	2.3	2.29
felicity	2	2	1	2.3	2.29
fernandez	2	2	1	2.3	2.29
feudal	1	2	1	2.3	2.29
fodder	1	2	1	2.3	2.29
fumble	2	2	1	2.3	2.29
giggles	2	2	1	2.3	2.29
godzilla	2	2	1	2.3	2.29
hayward	2	2	1	2.3	2.29
herrera	2	2	1	2.3	2.29
hippie	2	2	1	2.3	2.29
horton	2	2	1	2.3	2.29
idiotic	2	2	1	2.3	2.29
jacqueline	3	2	1	2.3	2.29
kurds	2	2	1	2.3	2.29
leroy	2	2	1	2.3	2.29
lockheed	2	2	1	2.3	2.29
mischief	1	2	1	2.3	2.29
neptune	2	2	1	2.3	2.29
nerds	2	2	1	2.3	2.29
opposes	1	2	1	2.3	2.29
overrun	1	2	1	2.3	2.29
pelosi	2	2	1	2.3	2.29
persia	2	2	1	2.3	2.29
pigeons	2	2	1	2.3	2.29
prosecuting	1	2	1	2.3	2.29
rahul	3	2	1	2.3	2.29
rapes	1	2	1	2.3	2.29
realty	2	2	1	2.3	2.29
repealed	1	2	1	2.3	2.29
satirical	2	2	1	2.3	2.29
sixties	2	2	1	2.3	2.29
slapping	2	2	1	2.3	2.29
steamer	2	2	1	2.3	2.29
subsidized	1	2	1	2.3	2.29
surveyor	2	2	1	2.3	2.29
tailed	2	2	1	2.3	2.29
topless	2	2	1	2.3	2.29
tyrant	2	2	1	2.3	2.29
unattractive	3	2	1	2.3	2.29
unfairly	1	2	1	2.3	2.29
unification	2	2	1	2.3	2.29
weaponry	1	2	1	2.3	2.29
wheeled	2	2	1	2.3	2.29
widows	2	2	1	2.3	2.29
bohemia	3	3	2	2.3	1.17
bonaparte	3	3	2	2.3	1.17
destitute	3	3	2	2.3	1.17
dietrich	2	3	2	2.3	1.17
fraternal	2	3	2	2.3	1.17
gamergate	3	3	2	2.3	1.17
ghastly	3	3	2	2.3	1.17
gonzalo	3	3	2	2.3	1.17
gretchen	3	3	2	2.3	1.17
handcuffed	2	3	2	2.3	1.17
herzegovina	4	3	2	2.3	1.17
impenetrable	4	3	2	2.3	1.17
inconceivable	3	3	2	2.3	1.17
lifeguard	2	3	2	2.3	1.17
limerick	3	3	2	2.3	1.17
mcmaster	3	3	2	2.3	1.17
obliterated	2	3	2	2.3	1.17
outlandish	3	3	2	2.3	1.17
pacifist	3	3	2	2.3	1.17
pacquiao	3	3	2	2.3	1.17
polygamy	3	3	2	2.3	1.17
roanoke	3	3	2	2.3	1.17
rochdale	3	3	2	2.3	1.17
scotsman	3	3	2	2.3	1.17
stargate	3	3	2	2.3	1.17
unfaithful	3	3	2	2.3	1.17
unscrupulous	4	3	2	2.3	1.17
unwittingly	2	3	2	2.3	1.17
vauxhall	3	3	2	2.3	1.17
alastair	3	3	2	2.3	1.15
almanac	3	3	2	2.3	1.15
antioch	3	3	2	2.3	1.15
blindfolded	3	3	2	2.3	1.15
boomerang	3	3	2	2.3	1.15
carpenters	3	3	2	2.3	1.15
carthage	3	3	2	2.3	1.15
cauldron	3	3	2	2.3	1.15
colossus	3	3	2	2.3	1.15
dorsey	2	3	2	2.3	1.15
dreyfus	4	3	2	2.3	1.15
dutchman	3	3	2	2.3	1.15
dwyer	2	3	2	2.3	1.15
erickson	3	3	2	2.3	1.15
forrester	3	3	2	2.3	1.15
goodyear	3	3	2	2.3	1.15
guillermo	3	3	2	2.3	1.15
indestructible	3	3	2	2.3	1.15
iraqis	3	3	2	2.3	1.15
irishman	3	3	2	2.3	1.15
leicestershire	4	3	2	2.3	1.15
mahatma	3	3	2	2.3	1.15
nuremberg	4	3	2	2.3	1.15
parishioners	3	3	2	2.3	1.15
repatriation	3	3	2	2.3	1.15
skirmish	2	3	2	2.3	1.15
spaniard	2	3	2	2.3	1.15
strickland	3	3	2	2.3	1.15
suffocating	3	3	2	2.3	1.15
tabernacle	3	3	2	2.3	1.15
unequivocally	3	3	2	2.3	1.15
whiplash	3	3	2	2.3	1.15
yakuza	3	3	2	2.3	1.15
afp	2	2	1	2.2	2.24
agitated	2	2	1	2.2	2.24
akron	2	2	1	2.2	2.24
angie	2	2	1	2.2	2.24
annuity	2	2	1	2.2	2.24
aroused	1	2	1	2.2	2.24
astros	2	2	1	2.2	2.24
biologist	1	2	1	2.2	2.24
bourne	2	2	1	2.2	2.24
braun	2	2	1	2.2	2.24
burying	2	2	1	2.2	2.24
cadet	2	2	1	2.2	2.24
catalonia	2	2	1	2.2	2.24
catfish	2	2	1	2.2	2.24
caucasus	3	2	1	2.2	2.24
clerical	2	2	1	2.2	2.24
coincided	2	2	1	2.2	2.24
colonists	2	2	1	2.2	2.24
conjecture	2	2	1	2.2	2.24
conspicuous	1	2	1	2.2	2.24
constantine	2	2	1	2.2	2.24
crusaders	2	2	1	2.2	2.24
davenport	2	2	1	2.2	2.24
deteriorated	2	2	1	2.2	2.24
dwayne	2	2	1	2.2	2.24
dyer	2	2	1	2.2	2.24
evicted	2	2	1	2.2	2.24
evils	1	2	1	2.2	2.24
faked	2	2	1	2.2	2.24
fourteenth	2	2	1	2.2	2.24
geese	2	2	1	2.2	2.24
gibraltar	2	2	1	2.2	2.24
giggle	2	2	1	2.2	2.24
grimm	2	2	1	2.2	2.24
gupta	2	2	1	2.2	2.24
haitian	3	2	1	2.2	2.24
hara	2	2	1	2.2	2.24
heaviest	2	2	1	2.2	2.24
hella	2	2	1	2.2	2.24
heresy	2	2	1	2.2	2.24
hipster	2	2	1	2.2	2.24
ideologies	1	2	1	2.2	2.24
impoverished	1	2	1	2.2	2.24
inquisition	2	2	1	2.2	2.24
intervened	1	2	1	2.2	2.24
janice	2	2	1	2.2	2.24
larson	2	2	1	2.2	2.24
lowry	2	2	1	2.2	2.24
maldives	2	2	1	2.2	2.24
maroon	2	2	1	2.2	2.24
marriott	2	2	1	2.2	2.24
marxism	3	2	1	2.2	2.24
maui	2	2	1	2.2	2.24
mikey	2	2	1	2.2	2.24
millionaires	2	2	1	2.2	2.24
moor	2	2	1	2.2	2.24
moreno	2	2	1	2.2	2.24
nigger	2	2	1	2.2	2.24
novak	2	2	1	2.2	2.24
ostensibly	1	2	1	2.2	2.24
parkway	2	2	1	2.2	2.24
phony	2	2	1	2.2	2.24
pluto	2	2	1	2.2	2.24
protestants	2	2	1	2.2	2.24
prussia	2	2	1	2.2	2.24
pulitzer	2	2	1	2.2	2.24
ramirez	2	2	1	2.2	2.24
ramon	2	2	1	2.2	2.24
rattle	2	2	1	2.2	2.24
reinstated	2	2	1	2.2	2.24
renault	2	2	1	2.2	2.24
renee	2	2	1	2.2	2.24
rescuing	2	2	1	2.2	2.24
ridges	2	2	1	2.2	2.24
rowe	2	2	1	2.2	2.24
rubin	2	2	1	2.2	2.24
sabrina	2	2	1	2.2	2.24
senseless	2	2	1	2.2	2.24
sikh	2	2	1	2.2	2.24
skye	2	2	1	2.2	2.24
slamming	1	2	1	2.2	2.24
slay	2	2	1	2.2	2.24
spence	2	2	1	2.2	2.24
stunts	2	2	1	2.2	2.24
sweeney	2	2	1	2.2	2.24
takeoff	2	2	1	2.2	2.24
tammy	2	2	1	2.2	2.24
trafford	2	2	1	2.2	2.24
vicky	2	2	1	2.2	2.24
