word	cl100k	o200k	saved	score_per_1M	freq_per_1M
rodgers	2	2	1	6.5	6.46
shawn	2	2	1	6.5	6.46
solomon	2	2	1	6.5	6.46
southampton	2	2	1	6.5	6.46
cctv	3	3	2	6.5	3.24
delusional	3	3	2	6.5	3.24
ethiopian	3	3	2	6.5	3.24
georgian	3	3	2	6.5	3.24
humphrey	3	3	2	6.5	3.24
somethin	3	3	2	6.5	3.24
austrian	2	2	1	6.3	6.31
boeing	2	2	1	6.3	6.31
broncos	2	2	1	6.3	6.31
burton	2	2	1	6.3	6.31
caesar	2	2	1	6.3	6.31
carroll	2	2	1	6.3	6.31
communism	1	2	1	6.3	6.31
davidson	2	2	1	6.3	6.31
doin	2	2	1	6.3	6.31
fletcher	2	2	1	6.3	6.31
grandpa	2	2	1	6.3	6.31
madame	2	2	1	6.3	6.31
maggie	2	2	1	6.3	6.31
marion	2	2	1	6.3	6.31
midwest	2	2	1	6.3	6.31
morocco	2	2	1	6.3	6.31
natalie	3	2	1	6.3	6.31
pablo	2	2	1	6.3	6.31
providence	2	2	1	6.3	6.31
sandra	2	2	1	6.3	6.31
thrones	2	2	1	6.3	6.31
trent	2	2	1	6.3	6.31
ussr	2	2	1	6.3	6.31
lithuania	2	3	2	6.3	3.16
mckay	3	3	2	6.3	3.16
yugoslavia	4	3	2	6.3	3.16
baldwin	2	2	1	6.2	6.17
bombers	1	2	1	6.2	6.17
brexit	2	2	1	6.2	6.17
buddha	2	2	1	6.2	6.17
constable	2	2	1	6.2	6.17
darren	2	2	1	6.2	6.17
devils	2	2	1	6.2	6.17
edgar	2	2	1	6.2	6.17
evan	2	2	1	6.2	6.17
fascist	1	2	1	6.2	6.17
hungarian	2	2	1	6.2	6.17
iceland	2	2	1	6.2	6.17
jared	2	2	1	6.2	6.17
johnston	2	2	1	6.2	6.17
judy	2	2	1	6.2	6.17
lopez	2	2	1	6.2	6.17
megan	2	2	1	6.2	6.17
mls	2	2	1	6.2	6.17
northwestern	2	2	1	6.2	6.17
preston	2	2	1	6.2	6.17
rhode	2	2	1	6.2	6.17
springfield	2	2	1	6.2	6.17
tucker	2	2	1	6.2	6.17
beyonce	2	3	2	6.2	3.09
ecclesiastical	4	3	2	6.2	3.09
guinness	2	3	2	6.2	3.09
lorenzo	3	3	2	6.2	3.09
mclaren	3	3	2	6.2	3.09
ramsay	3	3	2	6.2	3.09
scandinavian	3	3	2	6.2	3.09
sergei	2	3	2	6.2	3.09
abbott	2	2	1	6.0	6.03
aboriginal	2	2	1	6.0	6.03
allison	2	2	1	6.0	6.03
avengers	2	2	1	6.0	6.03
calgary	2	2	1	6.0	6.03
chapman	2	2	1	6.0	6.03
daisy	2	2	1	6.0	6.03
dorothy	2	2	1	6.0	6.03
durham	2	2	1	6.0	6.03
elvis	2	2	1	6.0	6.03
flynn	2	2	1	6.0	6.03
lancaster	2	2	1	6.0	6.03
newport	2	2	1	6.0	6.03
packers	2	2	1	6.0	6.03
penguin	2	2	1	6.0	6.03
qatar	2	2	1	6.0	6.03
romania	2	2	1	6.0	6.03
simmons	2	2	1	6.0	6.03
somerset	2	2	1	6.0	6.03
uganda	2	2	1	6.0	6.03
vernon	2	2	1	6.0	6.03
wyoming	2	2	1	6.0	6.03
clarkson	3	3	2	6.0	3.02
faggot	3	3	2	6.0	3.02
gonzalez	3	3	2	6.0	3.02
jeremiah	2	3	2	6.0	3.02
reinforcements	1	3	2	6.0	3.02
blasphemy	2	4	3	6.0	2.0
hallelujah	4	4	3	6.0	2.0
africans	2	2	1	5.9	5.89
cardinals	2	2	1	5.9	5.89
carrie	2	2	1	5.9	5.89
clifford	2	2	1	5.9	5.89
cody	2	2	1	5.9	5.89
coleman	2	2	1	5.9	5.89
connor	2	2	1	5.9	5.89
cornwall	2	2	1	5.9	5.89
flint	2	2	1	5.9	5.89
hammond	2	2	1	5.9	5.89
hearted	2	2	1	5.9	5.89
matthews	3	2	1	5.9	5.89
maxwell	2	2	1	5.9	5.89
messi	2	2	1	5.9	5.89
miguel	2	2	1	5.9	5.89
nigel	2	2	1	5.9	5.89
sanchez	2	2	1	5.9	5.89
silva	2	2	1	5.9	5.89
starbucks	2	2	1	5.9	5.89
surrey	2	2	1	5.9	5.89
symphony	2	2	1	5.9	5.89
tesla	2	2	1	5.9	5.89
valentine	2	2	1	5.9	5.89
wheeler	2	2	1	5.9	5.89
neymar	3	3	2	5.9	2.95
alison	2	2	1	5.8	5.75
arabs	2	2	1	5.8	5.75
brooke	2	2	1	5.8	5.75
claude	2	2	1	5.8	5.75
darwin	2	2	1	5.8	5.75
dawson	3	2	1	5.8	5.75
duchess	3	2	1	5.8	5.75
dunno	2	2	1	5.8	5.75
eds	1	2	1	5.8	5.75
freddie	2	2	1	5.8	5.75
gardner	2	2	1	5.8	5.75
gerald	2	2	1	5.8	5.75
greene	2	2	1	5.8	5.75
hugo	2	2	1	5.8	5.75
lookin	2	2	1	5.8	5.75
nascar	2	2	1	5.8	5.75
ooh	2	2	1	5.8	5.75
patricia	2	2	1	5.8	5.75
paulo	2	2	1	5.8	5.75
shannon	2	2	1	5.8	5.75
sussex	2	2	1	5.8	5.75
tories	2	2	1	5.8	5.75
webster	2	2	1	5.8	5.75
carolyn	3	3	2	5.8	2.88
clemson	3	3	2	5.8	2.88
despicable	2	3	2	5.8	2.88
nypd	3	3	2	5.8	2.88
bayern	2	2	1	5.6	5.62
chandler	2	2	1	5.6	5.62
chloe	2	2	1	5.6	5.62
communists	2	2	1	5.6	5.62
congo	2	2	1	5.6	5.62
elena	2	2	1	5.6	5.62
fcc	2	2	1	5.6	5.62
hilton	2	2	1	5.6	5.62
knox	2	2	1	5.6	5.62
leigh	2	2	1	5.6	5.62
moron	2	2	1	5.6	5.62
norton	2	2	1	5.6	5.62
omar	2	2	1	5.6	5.62
palestinians	3	2	1	5.6	5.62
paula	2	2	1	5.6	5.62
pedro	2	2	1	5.6	5.62
rita	2	2	1	5.6	5.62
samantha	2	2	1	5.6	5.62
sundays	2	2	1	5.6	5.62
uae	2	2	1	5.6	5.62
ucla	2	2	1	5.6	5.62
confederation	2	3	2	5.6	2.82
lutheran	3	3	2	5.6	2.82
saskatchewan	3	3	2	5.6	2.82
semitism	3	3	2	5.6	2.82
siberia	3	3	2	5.6	2.82
alexis	2	2	1	5.5	5.5
americas	2	2	1	5.5	5.5
canterbury	3	2	1	5.5	5.5
croatia	3	2	1	5.5	5.5
doyle	2	2	1	5.5	5.5
dwight	2	2	1	5.5	5.5
einstein	2	2	1	5.5	5.5
elliot	2	2	1	5.5	5.5
falcon	2	2	1	5.5	5.5
fernando	2	2	1	5.5	5.5
gavin	2	2	1	5.5	5.5
hbo	2	2	1	5.5	5.5
jacobs	2	2	1	5.5	5.5
jonas	2	2	1	5.5	5.5
kingston	2	2	1	5.5	5.5
lionel	2	2	1	5.5	5.5
liu	2	2	1	5.5	5.5
medicaid	2	2	1	5.5	5.5
newark	2	2	1	5.5	5.5
payne	2	2	1	5.5	5.5
rams	2	2	1	5.5	5.5
reverend	2	2	1	5.5	5.5
scots	2	2	1	5.5	5.5
sofia	2	2	1	5.5	5.5
admiralty	2	3	2	5.5	2.75
laurence	2	3	2	5.5	2.75
nathaniel	3	3	2	5.5	2.75
wolverine	3	3	2	5.5	2.75
arlington	2	2	1	5.4	5.37
aurora	2	2	1	5.4	5.37
carey	2	2	1	5.4	5.37
castro	2	2	1	5.4	5.37
clayton	2	2	1	5.4	5.37
dixon	2	2	1	5.4	5.37
emirates	2	2	1	5.4	5.37
emmy	2	2	1	5.4	5.37
grammy	2	2	1	5.4	5.37
hq	2	2	1	5.4	5.37
lambert	2	2	1	5.4	5.37
madonna	2	2	1	5.4	5.37
myers	2	2	1	5.4	5.37
oops	2	2	1	5.4	5.37
pearson	2	2	1	5.4	5.37
retarded	1	2	1	5.4	5.37
sacked	1	2	1	5.4	5.37
schmidt	2	2	1	5.4	5.37
sherlock	2	2	1	5.4	5.37
shirley	3	2	1	5.4	5.37
stoke	2	2	1	5.4	5.37
sutton	2	2	1	5.4	5.37
talkin	2	2	1	5.4	5.37
thames	2	2	1	5.4	5.37
windsor	2	2	1	5.4	5.37
zimbabwe	2	2	1	5.4	5.37
atlantis	2	3	2	5.4	2.69
caldwell	3	3	2	5.4	2.69
manitoba	3	3	2	5.4	2.69
suzuki	3	3	2	5.4	2.69
vaughan	3	3	2	5.4	2.69
venezuelan	3	3	2	5.4	2.69
wilmington	2	3	2	5.4	2.69
conservatism	1	3	2	5.3	2.63
cyril	2	3	2	5.3	2.63
giovanni	2	3	2	5.3	2.63
hutchinson	3	3	2	5.3	2.63
mckenzie	3	3	2	5.3	2.63
voodoo	2	3	2	5.3	2.63
charlottesville	3	4	3	5.3	1.78
airways	2	2	1	5.2	5.25
almighty	2	2	1	5.2	5.25
ashton	2	2	1	5.2	5.25
auburn	3	2	1	5.2	5.25
clyde	3	2	1	5.2	5.25
damon	2	2	1	5.2	5.25
ernest	2	2	1	5.2	5.25
gettin	2	2	1	5.2	5.25
greeks	3	2	1	5.2	5.25
haiti	3	2	1	5.2	5.25
harley	2	2	1	5.2	5.25
hulk	2	2	1	5.2	5.25
indies	2	2	1	5.2	5.25
marilyn	2	2	1	5.2	5.25
michel	2	2	1	5.2	5.25
nottingham	2	2	1	5.2	5.25
rory	2	2	1	5.2	5.25
royals	2	2	1	5.2	5.25
salvador	2	2	1	5.2	5.25
stefan	3	2	1	5.2	5.25
tate	2	2	1	5.2	5.25
unarmed	1	2	1	5.2	5.25
vanessa	2	2	1	5.2	5.25
viii	2	2	1	5.2	5.25
whitney	2	2	1	5.2	5.25
mcdowell	3	4	3	5.2	1.74
assholes	2	2	1	5.1	5.13
boulder	2	2	1	5.1	5.13
brock	2	2	1	5.1	5.13
cambodia	2	2	1	5.1	5.13
clarence	2	2	1	5.1	5.13
cyprus	2	2	1	5.1	5.13
hooker	2	2	1	5.1	5.13
irene	2	2	1	5.1	5.13
irving	2	2	1	5.1	5.13
jacques	2	2	1	5.1	5.13
magistrate	1	2	1	5.1	5.13
observatory	2	2	1	5.1	5.13
romeo	3	2	1	5.1	5.13
scum	2	2	1	5.1	5.13
serbia	2	2	1	5.1	5.13
teresa	2	2	1	5.1	5.13
theresa	2	2	1	5.1	5.13
tribune	2	2	1	5.1	5.13
wagner	2	2	1	5.1	5.13
duffy	2	3	2	5.1	2.57
mackay	3	3	2	5.1	2.57
michaels	3	3	2	5.1	2.57
slovenia	3	3	2	5.1	2.57
spongebob	2	4	3	5.1	1.7
afc	2	2	1	5.0	5.01
benedict	3	2	1	5.0	5.01
bieber	2	2	1	5.0	5.01
christie	2	2	1	5.0	5.01
chronicle	2	2	1	5.0	5.01
corey	2	2	1	5.0	5.01
everton	2	2	1	5.0	5.01
haired	1	2	1	5.0	5.01
hastings	2	2	1	5.0	5.01
highland	2	2	1	5.0	5.01
hyde	2	2	1	5.0	5.01
justices	1	2	1	5.0	5.01
mack	2	2	1	5.0	5.01
moody	2	2	1	5.0	5.01
pentagon	2	2	1	5.0	5.01
peters	2	2	1	5.0	5.01
pokémon	2	2	1	5.0	5.01
porsche	2	2	1	5.0	5.01
ronnie	3	2	1	5.0	5.01
rooney	2	2	1	5.0	5.01
salem	2	2	1	5.0	5.01
sidney	2	2	1	5.0	5.01
sophia	2	2	1	5.0	5.01
stella	2	2	1	5.0	5.01
uruguay	2	2	1	5.0	5.01
wesley	2	2	1	5.0	5.01
carlson	3	3	2	5.0	2.51
kimberly	3	3	2	5.0	2.51
zionist	3	3	2	5.0	2.51
youtubers	4	4	3	5.0	1.66
bangalore	2	2	1	4.9	4.9
brendan	3	2	1	4.9	4.9
brent	2	2	1	4.9	4.9
carlo	2	2	1	4.9	4.9
cornell	2	2	1	4.9	4.9
councillor	1	2	1	4.9	4.9
daniels	3	2	1	4.9	4.9
exodus	2	2	1	4.9	4.9
footballer	2	2	1	4.9	4.9
ghetto	1	2	1	4.9	4.9
ipod	2	2	1	4.9	4.9
macdonald	3	2	1	4.9	4.9
martinez	2	2	1	4.9	4.9
meyer	2	2	1	4.9	4.9
midlands	2	2	1	4.9	4.9
nissan	2	2	1	4.9	4.9
norwich	2	2	1	4.9	4.9
nothin	2	2	1	4.9	4.9
plymouth	2	2	1	4.9	4.9
punjab	2	2	1	4.9	4.9
rabbi	2	2	1	4.9	4.9
ramsey	2	2	1	4.9	4.9
rhodes	2	2	1	4.9	4.9
scotch	2	2	1	4.9	4.9
squadron	1	2	1	4.9	4.9
stalin	2	2	1	4.9	4.9
taliban	2	2	1	4.9	4.9
traitor	2	2	1	4.9	4.9
willis	2	2	1	4.9	4.9
antoine	2	3	2	4.9	2.45
campaigned	1	3	2	4.9	2.45
hewitt	3	3	2	4.9	2.45
madagascar	2	3	2	4.9	2.45
bengal	3	2	1	4.8	4.79
byron	2	2	1	4.8	4.79
erik	2	2	1	4.8	4.79
filipino	3	2	1	4.8	4.79
gerard	2	2	1	4.8	4.79
jupiter	2	2	1	4.8	4.79
leonardo	3	2	1	4.8	4.79
mourinho	2	2	1	4.8	4.79
pike	2	2	1	4.8	4.79
piper	2	2	1	4.8	4.79
rna	2	2	1	4.8	4.79
steelers	2	2	1	4.8	4.79
verizon	2	2	1	4.8	4.79
wii	2	2	1	4.8	4.79
zhang	2	2	1	4.8	4.79
baroness	3	3	2	4.8	2.4
constantinople	3	3	2	4.8	2.4
manslaughter	1	3	2	4.8	2.4
waltz	3	3	2	4.8	2.4
aww	2	2	1	4.7	4.68
barracks	1	2	1	4.7	4.68
copenhagen	2	2	1	4.7	4.68
dammit	2	2	1	4.7	4.68
dunn	2	2	1	4.7	4.68
finnish	2	2	1	4.7	4.68
fucker	2	2	1	4.7	4.68
garrett	2	2	1	4.7	4.68
garrison	2	2	1	4.7	4.68
hassan	2	2	1	4.7	4.68
heh	2	2	1	4.7	4.68
holt	2	2	1	4.7	4.68
honourable	2	2	1	4.7	4.68
judith	2	2	1	4.7	4.68
kathy	2	2	1	4.7	4.68
meredith	2	2	1	4.7	4.68
mormon	3	2	1	4.7	4.68
nikki	2	2	1	4.7	4.68
otto	2	2	1	4.7	4.68
penguins	2	2	1	4.7	4.68
rafael	3	2	1	4.7	4.68
randall	2	2	1	4.7	4.68
richie	2	2	1	4.7	4.68
riverside	2	2	1	4.7	4.68
roberto	2	2	1	4.7	4.68
rodney	2	2	1	4.7	4.68
savior	2	2	1	4.7	4.68
somalia	2	2	1	4.7	4.68
theodore	2	2	1	4.7	4.68
toby	2	2	1	4.7	4.68
torres	2	2	1	4.7	4.68
beyoncé	2	3	2	4.7	2.34
macedonia	3	3	2	4.7	2.34
mcgraw	3	3	2	4.7	2.34
mccormick	3	4	3	4.7	1.58
philharmonic	3	4	3	4.7	1.55
abdul	3	2	1	4.6	4.57
bonnie	2	2	1	4.6	4.57
chartered	2	2	1	4.6	4.57
courtney	2	2	1	4.6	4.57
debbie	2	2	1	4.6	4.57
dominion	2	2	1	4.6	4.57
hoffman	3	2	1	4.6	4.57
jerome	2	2	1	4.6	4.57
jess	2	2	1	4.6	4.57
julius	2	2	1	4.6	4.57
kumar	2	2	1	4.6	4.57
kuwait	2	2	1	4.6	4.57
lester	2	2	1	4.6	4.57
manly	2	2	1	4.6	4.57
marvin	2	2	1	4.6	4.57
nokia	2	2	1	4.6	4.57
peasants	1	2	1	4.6	4.57
pence	2	2	1	4.6	4.57
percy	2	2	1	4.6	4.57
perez	2	2	1	4.6	4.57
ravens	2	2	1	4.6	4.57
roland	2	2	1	4.6	4.57
santiago	2	2	1	4.6	4.57
spears	2	2	1	4.6	4.57
stevie	2	2	1	4.6	4.57
turks	2	2	1	4.6	4.57
warsaw	2	2	1	4.6	4.57
zoe	2	2	1	4.6	4.57
corinthians	3	3	2	4.6	2.29
galloway	3	3	2	4.6	2.29
helsinki	2	3	2	4.6	2.29
joaquin	3	3	2	4.6	2.29
middlesex	2	3	2	4.6	2.29
spaniards	2	3	2	4.6	2.29
thirteenth	3	3	2	4.6	2.29
alec	2	2	1	4.5	4.47
bolton	2	2	1	4.5	4.47
bombay	2	2	1	4.5	4.47
brennan	3	2	1	4.5	4.47
bronx	2	2	1	4.5	4.47
cynthia	2	2	1	4.5	4.47
dominican	2	2	1	4.5	4.47
edwin	2	2	1	4.5	4.47
frankie	2	2	1	4.5	4.47
gibbs	2	2	1	4.5	4.47
gmt	2	2	1	4.5	4.47
hague	2	2	1	4.5	4.47
hamlet	2	2	1	4.5	4.47
hampton	2	2	1	4.5	4.47
higgins	2	2	1	4.5	4.47
highlands	2	2	1	4.5	4.47
jessie	3	2	1	4.5	4.47
jules	2	2	1	4.5	4.47
katy	2	2	1	4.5	4.47
kirby	2	2	1	4.5	4.47
kobe	2	2	1	4.5	4.47
kris	2	2	1	4.5	4.47
laurie	3	2	1	4.5	4.47
methodist	2	2	1	4.5	4.47
monaco	2	2	1	4.5	4.47
naomi	2	2	1	4.5	4.47
panther	2	2	1	4.5	4.47
perkins	2	2	1	4.5	4.47
prague	2	2	1	4.5	4.47
qaeda	2	2	1	4.5	4.47
samurai	2	2	1	4.5	4.47
sasha	2	2	1	4.5	4.47
saul	2	2	1	4.5	4.47
stein	2	2	1	4.5	4.47
trinidad	2	2	1	4.5	4.47
wenger	2	2	1	4.5	4.47
albania	3	3	2	4.5	2.24
besieged	2	3	2	4.5	2.24
byzantine	3	3	2	4.5	2.24
hispanics	3	3	2	4.5	2.24
lmfao	3	3	2	4.5	2.24
outnumbered	2	3	2	4.5	2.24
seventeenth	2	3	2	4.5	2.24
mckinley	4	4	3	4.5	1.51
ahmad	2	2	1	4.4	4.37
alicia	3	2	1	4.4	4.37
baghdad	3	2	1	4.4	4.37
barrett	2	2	1	4.4	4.37
bates	2	2	1	4.4	4.37
bulldogs	2	2	1	4.4	4.37
canberra	2	2	1	4.4	4.37
cove	2	2	1	4.4	4.37
deported	1	2	1	4.4	4.37
disrespectful	1	2	1	4.4	4.37
ecuador	3	2	1	4.4	4.37
edmonton	2	2	1	4.4	4.37
goodnight	2	2	1	4.4	4.37
hartford	2	2	1	4.4	4.37
hawkins	3	2	1	4.4	4.37
hostages	1	2	1	4.4	4.37
icc	2	2	1	4.4	4.37
italians	3	2	1	4.4	4.37
kerr	2	2	1	4.4	4.37
knicks	2	2	1	4.4	4.37
koch	2	2	1	4.4	4.37
lagos	2	2	1	4.4	4.37
leone	2	2	1	4.4	4.37
lisbon	2	2	1	4.4	4.37
marty	1	2	1	4.4	4.37
morton	2	2	1	4.4	4.37
neal	2	2	1	4.4	4.37
nolan	2	2	1	4.4	4.37
rapids	2	2	1	4.4	4.37
rift	1	2	1	4.4	4.37
romney	2	2	1	4.4	4.37
scarlet	2	2	1	4.4	4.37
serena	2	2	1	4.4	4.37
shits	2	2	1	4.4	4.37
sonny	2	2	1	4.4	4.37
sultan	2	2	1	4.4	4.37
adjourned	3	3	2	4.4	2.19
cheltenham	4	3	2	4.4	2.19
chesapeake	3	3	2	4.4	2.19
davey	3	3	2	4.4	2.19
gerrard	3	3	2	4.4	2.19
griffiths	4	3	2	4.4	2.19
ludicrous	1	3	2	4.4	2.19
maharashtra	3	3	2	4.4	2.19
mcmahon	4	3	2	4.4	2.19
munitions	2	3	2	4.4	2.19
phillies	3	3	2	4.4	2.19
taiwanese	3	3	2	4.4	2.19
mcdermott	4	4	3	4.4	1.45
mcmillan	4	4	3	4.4	1.45
amnesty	1	2	1	4.3	4.27
angus	2	2	1	4.3	4.27
anita	2	2	1	4.3	4.27
assad	2	2	1	4.3	4.27
bastards	2	2	1	4.3	4.27
becky	2	2	1	4.3	4.27
buddhism	3	2	1	4.3	4.27
carmen	2	2	1	4.3	4.27
conrad	2	2	1	4.3	4.27
dicks	1	2	1	4.3	4.27
edmund	2	2	1	4.3	4.27
emerson	2	2	1	4.3	4.27
fiona	2	2	1	4.3	4.27
fowler	2	2	1	4.3	4.27
gill	2	2	1	4.3	4.27
hamas	2	2	1	4.3	4.27
harriet	2	2	1	4.3	4.27
helena	2	2	1	4.3	4.27
hogan	2	2	1	4.3	4.27
holden	2	2	1	4.3	4.27
laurel	2	2	1	4.3	4.27
leftist	1	2	1	4.3	4.27
lizard	1	2	1	4.3	4.27
naples	2	2	1	4.3	4.27
nigga	2	2	1	4.3	4.27
noel	2	2	1	4.3	4.27
owens	2	2	1	4.3	4.27
philly	2	2	1	4.3	4.27
pradesh	2	2	1	4.3	4.27
redskins	2	2	1	4.3	4.27
rigged	1	2	1	4.3	4.27
saunders	2	2	1	4.3	4.27
simone	2	2	1	4.3	4.27
slams	2	2	1	4.3	4.27
tyson	2	2	1	4.3	4.27
warden	2	2	1	4.3	4.27
frankenstein	2	3	2	4.3	2.14
gabrielle	3	3	2	4.3	2.14
gideon	2	3	2	4.3	2.14
huffington	3	3	2	4.3	2.14
josephine	3	3	2	4.3	2.14
maverick	3	3	2	4.3	2.14
phyllis	3	3	2	4.3	2.14
saviour	2	3	2	4.3	2.14
staffordshire	3	3	2	4.3	2.14
ungrateful	3	3	2	4.3	2.14
weirdo	2	3	2	4.3	2.14
argentine	2	2	1	4.2	4.17
bombed	1	2	1	4.2	4.17
captains	1	2	1	4.2	4.17
chevrolet	2	2	1	4.2	4.17
clive	2	2	1	4.2	4.17
danielle	3	2	1	4.2	4.17
denis	2	2	1	4.2	4.17
doo	2	2	1	4.2	4.17
ebola	2	2	1	4.2	4.17
ellie	2	2	1	4.2	4.17
esther	2	2	1	4.2	4.17
frankfurt	1	2	1	4.2	4.17
gerry	2	2	1	4.2	4.17
goodman	2	2	1	4.2	4.17
gorilla	2	2	1	4.2	4.17
guatemala	2	2	1	4.2	4.17
jedi	2	2	1	4.2	4.17
mohammad	3	2	1	4.2	4.17
nicolas	2	2	1	4.2	4.17
ottoman	2	2	1	4.2	4.17
paddy	2	2	1	4.2	4.17
peasant	1	2	1	4.2	4.17
rapist	2	2	1	4.2	4.17
rudy	2	2	1	4.2	4.17
sarcasm	2	2	1	4.2	4.17
savannah	2	2	1	4.2	4.17
snp	2	2	1	4.2	4.17
suffolk	2	2	1	4.2	4.17
syracuse	2	2	1	4.2	4.17
tehran	3	2	1	4.2	4.17
valencia	2	2	1	4.2	4.17
wizards	1	2	1	4.2	4.17
wrecked	2	2	1	4.2	4.17
yuri	2	2	1	4.2	4.17
chinatown	2	3	2	4.2	2.09
msnbc	3	3	2	4.2	2.09
psalms	3	3	2	4.2	2.09
scumbag	3	3	2	4.2	2.09
treacherous	3	3	2	4.2	2.09
vaughn	3	3	2	4.2	2.09
barton	2	2	1	4.1	4.07
beaver	2	2	1	4.1	4.07
brunswick	2	2	1	4.1	4.07
colts	2	2	1	4.1	4.07
conway	2	2	1	4.1	4.07
dante	2	2	1	4.1	4.07
deborah	3	2	1	4.1	4.07
dominic	2	2	1	4.1	4.07
feminists	1	2	1	4.1	4.07
fiji	2	2	1	4.1	4.07
gazette	2	2	1	4.1	4.07
hansen	2	2	1	4.1	4.07
hmmm	2	2	1	4.1	4.07
jacksonville	3	2	1	4.1	4.07
katrina	2	2	1	4.1	4.07
moonlight	2	2	1	4.1	4.07
moose	2	2	1	4.1	4.07
mueller	2	2	1	4.1	4.07
nsfw	2	2	1	4.1	4.07
oaks	2	2	1	4.1	4.07
omaha	2	2	1	4.1	4.07
pga	2	2	1	4.1	4.07
premiership	2	2	1	4.1	4.07
reformed	2	2	1	4.1	4.07
regina	2	2	1	4.1	4.07
rosie	2	2	1	4.1	4.07
rupert	2	2	1	4.1	4.07
snyder	2	2	1	4.1	4.07
storey	2	2	1	4.1	4.07
willy	2	2	1	4.1	4.07
wimbledon	2	2	1	4.1	4.07
wwii	2	2	1	4.1	4.07
caitlin	3	3	2	4.1	2.04
faulkner	3	3	2	4.1	2.04
mcguire	3	3	2	4.1	2.04
rufus	3	3	2	4.1	2.04
sheppard	2	3	2	4.1	2.04
siberian	3	3	2	4.1	2.04
stephenson	3	3	2	4.1	2.04
armenian	3	2	1	4.0	3.98
avery	2	2	1	4.0	3.98
bedford	2	2	1	4.0	3.98
benny	2	2	1	4.0	3.98
benson	2	2	1	4.0	3.98
clippers	2	2	1	4.0	3.98
dexter	2	2	1	4.0	3.98
elaine	2	2	1	4.0	3.98
evelyn	3	2	1	4.0	3.98
fargo	2	2	1	4.0	3.98
forrest	2	2	1	4.0	3.98
hercules	3	2	1	4.0	3.98
honduras	3	2	1	4.0	3.98
interestingly	2	2	1	4.0	3.98
isaiah	2	2	1	4.0	3.98
kathleen	3	2	1	4.0	3.98
kendall	2	2	1	4.0	3.98
lancashire	2	2	1	4.0	3.98
lawson	2	2	1	4.0	3.98
lindsey	3	2	1	4.0	3.98
marxist	3	2	1	4.0	3.98
meadows	2	2	1	4.0	3.98
mystic	2	2	1	4.0	3.98
norris	2	2	1	4.0	3.98
ohh	2	2	1	4.0	3.98
osborne	2	2	1	4.0	3.98
oscars	2	2	1	4.0	3.98
parsons	2	2	1	4.0	3.98
portsmouth	2	2	1	4.0	3.98
sammy	2	2	1	4.0	3.98
sarcastic	2	2	1	4.0	3.98
sheikh	2	2	1	4.0	3.98
sinclair	2	2	1	4.0	3.98
strait	2	2	1	4.0	3.98
sylvia	3	2	1	4.0	3.98
viking	2	2	1	4.0	3.98
weaver	2	2	1	4.0	3.98
weber	2	2	1	4.0	3.98
williamson	3	2	1	4.0	3.98
yankee	2	2	1	4.0	3.98
goddard	3	3	2	4.0	2.0
hemingway	3	3	2	4.0	2.0
inverness	3	3	2	4.0	2.0
knoxville	3	3	2	4.0	2.0
labrador	2	3	2	4.0	2.0
mcbride	3	3	2	4.0	2.0
rosenberg	3	3	2	4.0	2.0
venetian	3	3	2	4.0	2.0
bangladeshi	4	4	3	4.0	1.32
bartholomew	5	4	3	4.0	1.32
mckinney	4	4	3	4.0	1.32
unilaterally	3	4	3	4.0	1.32
archie	2	2	1	3.9	3.89
augusta	2	2	1	3.9	3.89
barker	2	2	1	3.9	3.89
bentley	2	2	1	3.9	3.89
cdc	2	2	1	3.9	3.89
chamberlain	2	2	1	3.9	3.89
crusade	2	2	1	3.9	3.89
damascus	2	2	1	3.9	3.89
donovan	2	2	1	3.9	3.89
dynamite	2	2	1	3.9	3.89
gaga	2	2	1	3.9	3.89
goldman	2	2	1	3.9	3.89
halifax	2	2	1	3.9	3.89
hanna	2	2	1	3.9	3.89
jasper	2	2	1	3.9	3.89
juliet	2	2	1	3.9	3.89
karachi	2	2	1	3.9	3.89
kickstarter	2	2	1	3.9	3.89
kurdish	3	2	1	3.9	3.89
lydia	2	2	1	3.9	3.89
madam	2	2	1	3.9	3.89
mayer	2	2	1	3.9	3.89
patriotism	1	2	1	3.9	3.89
poppy	2	2	1	3.9	3.89
pratt	2	2	1	3.9	3.89
raleigh	2	2	1	3.9	3.89
shes	2	2	1	3.9	3.89
socialists	2	2	1	3.9	3.89
soviets	3	2	1	3.9	3.89
steele	3	2	1	3.9	3.89
tiffany	2	2	1	3.9	3.89
titanic	2	2	1	3.9	3.89
typhoon	2	2	1	3.9	3.89
valerie	2	2	1	3.9	3.89
wartime	1	2	1	3.9	3.89
winnipeg	3	2	1	3.9	3.89
zurich	2	2	1	3.9	3.89
commemoration	2	3	2	3.9	1.95
daredevil	2	3	2	3.9	1.95
donaldson	3	3	2	3.9	1.95
jaguars	2	3	2	3.9	1.95
lincolnshire	3	3	2	3.9	1.95
mccann	2	3	2	3.9	1.95
mckenna	3	3	2	3.9	1.95
tuesdays	3	3	2	3.9	1.95
announcer	2	2	1	3.8	3.8
bollywood	2	2	1	3.8	3.8
caucus	1	2	1	3.8	3.8
cheryl	2	2	1	3.8	3.8
cindy	2	2	1	3.8	3.8
diaz	2	2	1	3.8	3.8
dnc	2	2	1	3.8	3.8
doris	2	2	1	3.8	3.8
